Sender_Address,Recency,Frequency,Monetary,Segment,Churn
0x005621127afbbe79f183f3df512efe461e9a8c93,31,1,2.40307678,Low Value,1
0x00571c9b2cabea9d5587a36a2b98381a2fddd1b4,8,1,1.8559319,Low Value,0
0x00572a3c8114136734d8c0c801f54efa2e121557,55,1,14.79556473,Low Value,1
0x0059a159cce3bd42c88698ec14d2ce1324160fe4,60,1,11.84056792,Low Value,1
0x0059d62e10ac36a343014f621cacb365420932cf,0,1,2.47308597,Low Value,0
0x0059e1514cc6319594a48b6e640913cab09c37a1,18,1,8.97664502,Low Value,0
0x005b40ba92c3afc8029eb3eee7116e21cbc800cd,23,1,4.85464971,Low Value,0
0x005d3eea260623b44ef7a90cd6bbcd2492b68bf9,6,1,2.69163458,Low Value,0
0x005f2d886da2e03c4e325594c8d24eaa1d0a6153,57,1,5.29998813,Low Value,1
0x005f344ccc3baaf879389ad1cbbe3b2a804a2c12,14,1,10.51939646,Low Value,0
0x005f86832f4815918566d30fd40945a0c66128f6,38,1,5.82731023,Low Value,1
0x0060c63ca962aa1313164658be83b050bc3fb871,47,1,5.47422164,Low Value,1
0x00646b31dd30d8250ee2a76d4161be6efa0eceb2,0,1,3.62665952,Low Value,0
0x006488ad2b30f8779c8a1f7a2506d0c3a25e4fff,4,1,2.43933939,Low Value,0
0x0064b36959a892fc0c565da517f5df6faf82620a,13,1,11.62543588,Low Value,0
0x00655e960967d7ca5003ff3df13198c6ade3fa6d,38,1,13.68285093,Low Value,1
0x00656bee816006568b6e369634cb4dd685db6ee5,18,1,5.70210346,Low Value,0
0x0066cf3557648a9ae53dbad03f2a095f6060c55a,14,1,0.85040082,Low Value,0
0x0067eb2a4bcb6608d55d8d050c31dccbf3a8d575,30,1,6.62401185,Low Value,0
0x0067f8a4c496fc93e5407b12bb4ecfa8d2d4214e,5,1,0.89682172,Low Value,0
0x0068ba48573a7a424268fb3434573fba4333c099,24,1,5.96438348,Low Value,0
0x0069230bf6ee581c9c4647c56955307f2956df0c,24,1,1.35787913,Low Value,0
0x0069d7215a4c031aeef256debff4ea49e7f54568,39,1,1.45448841,Low Value,1
0x006b9f23d7601190b3bf212c04aebeb190d3e0b9,12,1,2.14132504,Low Value,0
0x006c8484c13c826acb156d37c818c36f5117f6ca,36,1,14.50358601,Low Value,1
0x006d5eabce86bb001d8b2e7cdaf2ba85989686be,33,1,7.2348609,Low Value,1
0x006e547d09b63a7d6d6476954d4a006e86c485fe,46,1,9.33397178,Low Value,1
0x006ff34533d7e8877dbb459051b22cdd7d90f8d9,16,1,10.16002315,Low Value,0
0x00705b5130896772e8be040b01e4070c58768e38,28,1,4.81880453,Low Value,0
0x00724e17fe1b83a01f8dacc6334c10390de17fd6,15,1,3.59466267,Low Value,0
0x0072ef71d2312b3e420e02c765c25dd389d6ada2,57,1,9.7415611,Low Value,1
0x0074d147ebcbb21ab11b3065789def17163349e1,22,1,5.13637239,Low Value,0
0x0074febb6bd745260060660d5d7144c05d174fed,27,1,1.31752412,Low Value,0
0x00770f81e66ba716df1063e44cf82d9f4d4e817d,4,1,1.4302911,Low Value,0
0x0077afc9e787aff8ccbea32b52b0f32a0217aff9,38,1,10.16858423,Low Value,1
0x0078721dba461167b4d431f7a1922b957a2f143d,13,1,8.82834769,Low Value,0
0x0079cf9e5c94867f923a492db74d422f2310a937,37,1,9.73265367,Low Value,1
0x007b4bdd013f948c6a79ffc50a92961693f3d934,57,1,3.86498867,Low Value,1
0x007dd32733a0120c59d2f50142c066ad5c6982ab,43,1,14.85503494,Low Value,1
0x007f5a040d00eea9a6651feebe364eb39358c224,41,1,1.14161174,Low Value,1
0x0082d67b704a9fa05944e18371bc5e9a50aaf589,33,1,14.33101231,Low Value,1
0x00855e034c69884adb4ec2bb9d0cb30a5dee0991,34,1,5.26034869,Low Value,1
0x00857513cb7b51e5908a081def8c626add52c013,21,1,4.60802061,Low Value,0
0x0086f71c64c75069191b7c9382b819c6e6647248,57,1,8.52995017,Low Value,1
0x0089815cf5dc2da38d3a52a22b2cc1b18c39c935,56,1,7.37925754,Low Value,1
0x008ab42c91d260480f2c77c5da3d5d4088c612dc,4,1,6.34697421,Low Value,0
0x008c07fa117c7be603a958b720615f70ac24697f,53,1,10.33346926,Low Value,1
0x0091d7571d64db993681dcad6bbd219d292fd3c4,39,1,0.39297812,Low Value,1
0x0093ea09360cd451322b81ef35cdcf673ba1b298,67,1,1.80281864,Low Value,1
0x00963c23445c24af7bb6c1c95b83b628993cede9,27,1,11.33130482,Low Value,0
0x009a9a42bc9dc24a82cd37b4bfbfddb30b23e020,54,1,10.31397021,Low Value,1
0x009ce98807aee905702b1571bc3a7fc6f9e1bf66,67,1,1.293431,Low Value,1
0x009ec20365866669210f2e26e3854ec5d2e82344,28,1,0.39070819,Low Value,0
0x009f9820fb1665f742ef40e6fc8dc143fe6cc46e,27,1,4.23689734,Low Value,0
0x00a18d24766d3ebadb38df3beef80aa3908245c3,3,1,10.20829033,Low Value,0
0x00a1e7940d88be2da91ec688c4444269a23ad2e1,21,1,14.1110016,Low Value,0
0x00a34da4c8ea3fd9b77140651ae8f70ae6d5fb23,6,1,7.65416674,Low Value,0
0x00a370fb29ad0e7266e5fe0cb0e1d61821a54131,27,1,8.59954554,Low Value,0
0x00a3e0474887ffb375f8fd768f128cf6ea023e3b,34,1,9.21534405,Low Value,1
0x00a40c5f35914d4fea3dc68891ecdc44b2dd3627,12,1,4.3183597,Low Value,0
0x00a475e8b16c04c5c5e6e3154bb845fd9431e204,36,1,0.55032915,Low Value,1
0x00a498a3f20af3c39444be24571e47c494c4069c,43,1,5.20525599,Low Value,1
0x00a6b6eba726c767c2853e285eb0cd9d0e2e4520,62,1,1.08845037,Low Value,1
0x00a7a2fa8f1820cbfe425625c0b982c5e17aff3a,46,1,3.36685138,Low Value,1
0x00a8d42b5add4f599e64ce2a9ce26f4ae3645056,59,1,5.54737559,Low Value,1
0x00adcdc35b6e3925b5e1e25d89d9f3e426eb72cb,22,1,11.22871607,Low Value,0
0x00aea40a22e7af8950970f27c261be7f70105311,31,1,9.70302175,Low Value,1
0x00af1aa2f503d0d3b400ae4f74cd644a369e9a68,3,1,11.25001523,Low Value,0
0x00b0cd73cd3b7654113e9ec6ac8aa8f20c4e7c85,37,1,7.65161942,Low Value,1
0x00b1955ba76f970ff68a2c5f1905a91c508b562d,55,1,1.25124419,Low Value,1
0x00b5e91ef715c04c3ffb01d7feadba6d1b48630b,68,1,11.24791812,Low Value,1
0x00b71290e467f550b560b81f2b4131d3808fd0b6,10,1,13.29184423,Low Value,0
0x00b8cbac2980595ddd30198b5e692fd8b33074da,1,1,4.60165038,Low Value,0
0x00b8f5cc02d2f1f5d280abb1cc39ff30300b71bd,18,1,4.7067214,Low Value,0
0x00bac8f18954afe6d1515cbb017954f252064c52,1,1,14.90947356,Low Value,0
0x00bb382f5a0fe7abd179115f0d56feeaf3ec46d7,61,1,9.82449489,Low Value,1
0x00bb8f5ed6f91e4a91036ba7f712870c1361bfa6,64,1,12.42685737,Low Value,1
0x00bba1a7385f8373206ff044f2fa8acddd014dd0,14,1,8.43659943,Low Value,0
0x00be25ba26166d1db81f3eabae52535df98be9f8,14,1,10.53155964,Low Value,0
0x00bf31f2061af6cfc42fa63606a318fbd82f8ef8,64,1,13.84783618,Low Value,1
0x00c0e8e5cdba4f36407104bfc2828c63c6aaa645,13,1,2.6270367,Low Value,0
0x00c1cd5a2862ec06e1624d9863e9f64f005027ea,37,1,9.26786451,Low Value,1
0x00c33e2e5182f936f4a6292d33c8f33486a29c33,59,1,9.98842881,Low Value,1
0x00c446fe4e13a4a94e641beff98db1192f4fd296,20,1,2.4476925,Low Value,0
0x00c4582880d55695b5ad1d7e959c7039170fea35,39,1,2.26978292,Low Value,1
0x00c48313c0aa8795d04c36f1a6e76d5949399a01,54,1,7.63691822,Low Value,1
0x00c66c0eb1b7a8f3c94d0489d40e04347d748348,3,1,2.74995314,Low Value,0
0x00c6a4a0041308adc61cd6fb408e2bc657fa5b0f,7,1,6.47367135,Low Value,0
0x00c76108cc4f96efb93360d53105b30909af2065,15,1,6.19180288,Low Value,0
0x00c7c23ea8ae9fed361a24e4b5e21677621996d2,15,1,0.12589701,Low Value,0
0x00cb5f54c7e2ce4d8d8691b5d3b8eb122c4ca0dc,64,1,3.22925523,Low Value,1
0x00cc30598a94beb3dd6465d0dcb8e90a73369b04,55,1,7.47762145,Low Value,1
0x00cd15131973d11d46fc7dda7d80eba3a075c15f,23,1,11.45615969,Low Value,0
0x00cfdedfc63a984c3d82691c5955fe5590f6a42e,35,1,8.92363443,Low Value,1
0x00d056ae934a51e2fb66ba09a81bbc2551f65ff1,31,1,4.02594884,Low Value,1
0x00d07cd5f2fbbbeed82d11f3436c55111364d105,30,1,1.03818045,Low Value,0
0x00d31277893bddeebb8e4c42f562de7bc10c294b,55,1,8.4885004,Low Value,1
0x00d46d2f0ad9df5ee61066d21e9d64c7c3c56205,29,1,11.84006085,Low Value,0
0x00d6353594bbcc3f5dd7aee5415d734975111ace,17,1,5.29634666,Low Value,0
0x00d9623d2d509809adb78631fb7f7b9a9830fb03,29,1,12.39003632,Low Value,0
0x00d9b0210e72d0a3f769af3a15581f9574f86476,0,1,7.07900182,Low Value,0
0x00dce7a03d21fbe8cda4fff69964f01079439b07,8,1,3.09216338,Low Value,0
0x00df0a20e1ae935c4eb5e9f7684263022facb28a,54,1,4.04396901,Low Value,1
0x00dfcf0ca119d87915a88ad7972a984e20fb0152,16,1,0.17308234,Low Value,0
0x00e4112e7001456aa0fb56dd6aeb09d576d0b22d,32,1,10.20474617,Low Value,1
0x00e42746671ae9f7b971994ee434b451c3f96965,46,1,7.23394797,Low Value,1
0x00e54584f5c0c43da9811c4714dd1bbd62883452,3,1,13.93472569,Low Value,0
0x00e74ea759524bd9ba9cffcd4273e266f154ff83,64,1,5.89564688,Low Value,1
0x00e865933008100a8b733cbeb967d6e2807c2596,42,1,7.3927818,Low Value,1
0x00e9f279bc0777719cde2e1e4510280d6db44368,13,1,3.23885379,Low Value,0
0x00ed232cfd31c4ee7217f222b2e0be3f04e2b42b,43,1,6.31738889,Low Value,1
0x00ed3fd7d4a2c21dc6816142c80d3469709c0335,36,1,5.607576,Low Value,1
0x00efa440a6604b56471ef0ddc3e266023411e914,63,1,12.09607347,Low Value,1
0x00f0733ab0a0b1677528997e3d4ffb0cba4686a2,67,1,9.55820677,Low Value,1
0x00f1c0d51715e45c6db32c808097484ad8d65e7f,26,1,12.92153333,Low Value,0
0x00f7c28780da4cbcb2cc809ce7702c749b42c111,2,1,2.39143605,Low Value,0
0x00f849f58ddf53e33491ff5dacb4555f3df66a3b,36,1,12.83122273,Low Value,1
0x00f8b72f129304d251f9ff9769fef4c391c06967,20,1,12.12439956,Low Value,0
0x00f8c0c2d9abeb493681419703b0e6fa446eae3a,3,1,9.16011631,Low Value,0
0x00fa7660fe394870837a56ef0c966f71e4247cd5,45,1,3.90574401,Low Value,1
0x00fc1334f39d48104b3ab03462cbd92bd5687372,11,1,4.39184254,Low Value,0
0x00ff4059d7aa894e32158df4141e35c9b5a21383,67,1,14.91593972,Low Value,1
0x0100bf72f69748027c2851785ddf71a595c6bec7,6,1,10.17472409,Low Value,0
0x01016e20746a4b1d0a107e4d320981830701b2de,8,1,12.41289486,Low Value,0
0x010360ffca555a31cc720b5a6e81b4a0adaa66af,44,1,1.37918723,Low Value,1
0x010398ec497e707b8a7cfa365be0488125a33506,32,1,7.8674577,Low Value,1
0x0108c5488ed7b44fba4b63e24bf8e2b3523396e1,18,1,5.67365568,Low Value,0
0x010902aac7853a8a0209045b87a1cc90e6cf70eb,4,1,11.22811523,Low Value,0
0x0109bb4bf04da6a943735665e73d348b859d6135,28,1,3.02268779,Low Value,0
0x010b654a3a32f58bf338bfd9ca3d8373afdadfdb,19,1,4.25062974,Low Value,0
0x010b6de825030f810e54a747adc2b92d5b339685,57,1,4.09017254,Low Value,1
0x010d8603f55fa16a12d7ecc8d29bb80d5773dcd9,0,1,0.48196321,Low Value,0
0x010e29ae7c6a4c793d266ad73a06bce0862acf00,49,1,11.84600242,Low Value,1
0x01109d2cc927c3d6f9e70b859ac14a4cec874266,41,1,3.77963764,Low Value,1
0x0112399854430fa9af2fe0d070be54eb70b4884d,19,1,3.58348333,Low Value,0
0x011473d0a1725ba1c1f780f2e4c6b89a7c6afca2,4,1,14.13869262,Low Value,0
0x0116a7f7a8e2b7bc84f09399ac39b5e832df71a1,36,1,3.78886624,Low Value,1
0x0118b3db6ddefe0eee11cc88058d4c74c3f1f8f4,42,1,13.9812855,Low Value,1
0x011ba8a000bbe7dfdb2adc96321ffb762ef0ae91,18,1,14.87451425,Low Value,0
0x011c0c6015d60c487ce74e919f4b6572f7cfeac3,20,1,7.37002762,Low Value,0
0x011c87fe252a7917ae9018968cdf53ad0d1eb822,26,1,1.35220643,Low Value,0
0x011d205a09649584e240f4983850bee43953d83a,65,1,11.89185755,Low Value,1
0x011f06f844d26094d73b6b405ba1ab81fc178e8f,6,1,14.63535605,Low Value,0
0x01217355d2650e823a098e9e06fd17522fcd64ee,53,1,2.57573799,Low Value,1
0x0122ca1e62a66457f673b446d9a12e4249e3cd85,41,1,11.09130134,Low Value,1
0x012306a3ef88eca88950ffff5463bf97bfcf76bd,6,1,8.34016191,Low Value,0
0x01249736772b00b26ed31f53cbede620445f2ae4,58,1,14.8671154,Low Value,1
0x012651e0f9c768f17462e12ed7aa522c18ef76de,37,1,2.60428257,Low Value,1
0x01276874ef36c7e8e73415b4ffd2383975942e5b,23,1,13.02409902,Low Value,0
0x0127c0c7a6de91f684ec282fcb6fb2708b93a31d,12,1,13.3151951,Low Value,0
0x012956bdcb7491b4da6136ff08ce600434bbd57a,45,1,6.2382182,Low Value,1
0x012d6259ff510fdbab19ca2dcfbab70d155ffa1c,55,1,0.88113355,Low Value,1
0x012d807ddf80fc9480f76b8d9a9ea8c238f38e83,52,1,11.10933665,Low Value,1
0x012db3ef664d747a20acb783e082f460e8f89b5e,15,1,13.8556202,Low Value,0
0x012ded343cf79922d488e273637233644e981f80,5,1,3.37372581,Low Value,0
0x012f08aeb90fd4b182abd895e62860347c3eb214,51,1,10.77374259,Low Value,1
0x012fad5ea8607eaf83ce77d02cea0ea981e016ac,9,1,13.46583032,Low Value,0
0x012fd819849a06fd38e8917a00daf5c6e5ad9093,9,1,12.17531286,Low Value,0
0x01308e2e4a02de54e758625e28e61a8e114e0952,34,1,3.74277473,Low Value,1
0x013271931db9bda4c98970d64a5b85dd91c79f9b,37,1,7.23321868,Low Value,1
0x0132d41120f97846b2b0919451338079906d896c,40,1,9.43323568,Low Value,1
0x01369ab24bae01d04f2a4c3661daa8498527238b,41,1,7.4446041,Low Value,1
0x0137c18d546a3032454e95343bdfc954a2116569,38,1,9.36350803,Low Value,1
0x0138a14d781fb82f54a87f32905a744598a3fe9e,23,1,10.10299042,Low Value,0
0x0138e739c7d62784a92e01213fa3cb0ec0d58a50,44,1,8.85043665,Low Value,1
0x0138e82861ecd3d88f0795a32ab1e23d43398d42,42,1,8.32549258,Low Value,1
0x013a51f30cc0650abc8d9818cda496884913565c,68,1,6.05218862,Low Value,1
0x013d2f55f305edf6e9c123d0be372f7a88f237d7,33,1,9.82102961,Low Value,1
0x013d2f8bf238a46c77164e3c200cbf804d5c0eaa,67,1,12.19158122,Low Value,1
0x0141900f392827e33835fb1a60264b4fe70d4c6f,45,1,11.53778144,Low Value,1
0x014504e56095902c0ca0362f4a657c66dc6747c4,23,1,7.76293365,Low Value,0
0x014560f6610dd14d86d03535980955ad4728e6fa,63,1,14.4894829,Low Value,1
0x0149dd17f2564a7ed1536f5b3715b78d753c6ca4,65,1,3.8110607,Low Value,1
0x014bb1f8837015bf6d6ecf843b11c610c3e093f5,49,1,1.03915821,Low Value,1
0x014bfa1f3b70d4fd76e46da64ade49a6312ebfcd,38,1,8.6217211,Low Value,1
0x014ef49b2867561d2aaccde59d42fe41281704ac,2,1,8.54250048,Low Value,0
0x01501da40d493515d0f93fdcca924b689f9d25e5,9,1,3.84787898,Low Value,0
0x0152a18a1ae5d4ad0fa1e1a417d4b569fb4a2aec,32,1,4.14502608,Low Value,1
0x0152fafaaa3fb0b7028b420dd8de4674de1917dc,51,1,12.98571368,Low Value,1
0x01535a951827de8cfffd4f300018d995dd7576aa,16,1,13.47252765,Low Value,0
0x015386e148180bb1c711a6342805e8e097bf733a,35,1,6.42879042,Low Value,1
0x0155d2ef5aa09772a48efd654f86ef165bc773f6,58,1,6.72331342,Low Value,1
0x015635ec3c36f118f542a7834e0db7148d57b0fc,41,1,14.70599404,Low Value,1
0x015a0e133568f5ea49b7dd4fa47515a69c0033d7,15,1,13.26605227,Low Value,0
0x015c0d395a282a083d9e4a88889843819f848699,63,1,7.58185816,Low Value,1
0x015c293e75a2e401d4a9331523fdefeb0d919f5e,58,1,3.02250613,Low Value,1
0x015c9def1521baa92dec3182e10bcca02465f7ec,67,1,1.91288293,Low Value,1
0x015ffb0fcfdae979125d3e22f51f99b3c283aa38,28,1,0.20690815,Low Value,0
0x01615bb91d5ef1ed507c8ecf63a725f7a1f6d243,66,1,5.33725357,Low Value,1
0x016285ba9cff3fe9c4cb1c51399175192b519ac0,44,1,3.58548569,Low Value,1
0x016394895542ca5dc0608b0ef352370069dedb83,56,1,11.18525442,Low Value,1
0x016742ed9466be01673801cc9420f2d93a9633c9,56,1,11.37649397,Low Value,1
0x016780903e18533e0b67e4a3ec9305cd0db6688b,57,1,14.13685591,Low Value,1
0x01699311979d7621460197f446043be9c55b1e05,8,1,2.77048673,Low Value,0
0x016999b7a92a2d331ea3d65a45afde73396ea567,3,1,12.82115107,Low Value,0
0x016a08d963aded03ef45324d242272b1e71c938d,37,1,3.90324144,Low Value,1
0x016bc6e0d52f49f74e1b980c3f5e2649390f4fdc,61,1,12.17513311,Low Value,1
0x016d8fab293ee43e4d28cf8fb2bea08acce13742,55,1,10.72826869,Low Value,1
0x016e901f9570bcbcc7762ef1af414766c34a4212,25,1,7.82552734,Low Value,0
0x016e956b89b8fa7c781d9fc93c584efc2a9d53a3,33,1,5.40633711,Low Value,1
0x016f4e145cab2266eef2543402bb820e9bc4ee99,15,1,14.89371603,Low Value,0
0x016f8129a5cdddc5adfac75c28774f4ff72c0245,34,1,8.24610394,Low Value,1
0x016fe222ff62315514d50ba7004ab80476b9c5f6,14,1,13.92191015,Low Value,0
0x01715c775c9488ed7a11353e155f2c2631e1bc99,30,1,10.83153694,Low Value,0
0x01721d09790db21994cf8e649320d86f53e74f14,37,1,11.77768234,Low Value,1
0x0172652688df3b89d1d57152570cf6d22446a19c,8,1,12.24308973,Low Value,0
0x01728ea9fd8eda0622358364e703f38e71683ed5,32,1,10.06955438,Low Value,1
0x017533d20d1653a9f2f27767b79dacfff32f4b1d,32,1,8.11361892,Low Value,1
0x01759ae950031e277a20f5837b6902229f679b04,0,1,5.20011663,Low Value,0
0x0177965cba0c3d59d1c7148c5c228aa2e56d4453,23,1,3.31598479,Low Value,0
0x017964b314bf796ca89d3c34e686785687c73897,26,1,1.25910424,Low Value,0
0x017ad26405274e240b621ece74b0b05a24c4e444,34,1,9.89211807,Low Value,1
0x017bdac4e5ed1c3bf3e0a350aa98895c668b7f67,48,1,12.83867495,Low Value,1
0x017c097e2a9c3fa5f9981459734a6d4cc20c4b27,43,1,14.12593069,Low Value,1
0x017ded7ea4312262c38f756d2affb6d7f2451265,50,1,7.93105897,Low Value,1
0x017e482183f885967a5fecafc69f2d07b55e2d8d,10,1,3.17750396,Low Value,0
0x017e978af5d35a926c13347cb490740559672fde,68,1,10.02394104,Low Value,1
0x017ebbcc356ffb6ed50c3fa63299f82e7ea50095,51,1,8.72520003,Low Value,1
0x017ed197b3c5044bcec0f9d3f9363d1bd16deb9d,32,1,11.86849162,Low Value,1
0x017ef0b00e80a49c41008a06b9dffd803bba28e1,63,1,10.28547455,Low Value,1
0x018049463f339ec2ed15953e28ac8cce4573bf38,23,1,12.05497303,Low Value,0
0x0180adac854941ceb5ec28e840438cc496734a05,17,1,4.35038266,Low Value,0
0x0180f0c6262ab843a60c17f17877858359f4ca32,29,1,14.65212259,Low Value,0
0x0182a99bf1ef139b47d585ca2cd45b955e459db7,39,1,2.59104805,Low Value,1
0x0182cc42d25ad2f4f88723dbe293d0aae7affa32,50,1,13.14527685,Low Value,1
0x0182e092df6ebbea59f49884871951da57e5a632,4,1,2.53229898,Low Value,0
0x0183e55de74f8978c5393324802ab441639e9f42,6,1,7.00456419,Low Value,0
0x0183f32532a0eeafbbafc6739d49a21b55addb0a,26,1,4.05717713,Low Value,0
0x018550194fc1d062331e442614c7ab05a1840092,48,1,6.57502473,Low Value,1
0x018589bd9b365c1be30a026734e92d56470b6edb,0,1,9.50910339,Low Value,0
0x018771c203fb6a210280a294571f10ce3c090dcc,21,1,8.52623647,Low Value,0
0x01883017da97538305825510bf0e7054ba2f4cec,62,1,0.16051431,Low Value,1
0x018aa17bd470d47c501a6eccc18973d1b3c16340,51,1,10.08597019,Low Value,1
0x018bc95a241789fd7491fcbd462a3e76c8be00a3,30,1,0.23068609,Low Value,0
0x018bf685c1b65843720ce6f5d3e8f73b1081944f,16,1,6.85740722,Low Value,0
0x018e42c31ba38ee3f45f9536fd6dc8c94af85f72,25,1,13.91351578,Low Value,0
